"","cage","site","depth","station","week","survivors","avlength","SD","tl","biom","min.do","max.do","mean.do","sd.do","min.temp","max.temp","mean.temp","sd.T","do.dur","temp.dur","mean.sal","sd.sal","ssat","index","fishID","Fish","fishlength","n","death.week","event","event2","start","end"
"604","ND2","N","deep","ND",9,9,64,16.02081979,576,6650.06039134245,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND2_9_X5","ND2_X5","X5",73,12,12,3,0,9,10
"605","ND2","N","deep","ND",10,8,75.125,14.03956463,601,9487.22222841424,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785,"ND2_10_X5","ND2_X5","X5",82,12,12,3,0,10,11
"606","ND2","N","deep","ND",11,8,78,12.64911064,624,10649.877633977,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990,"ND2_11_X5","ND2_X5","X5",82,12,12,3,0,11,12
"607","ND2","N","deep","ND",1,10,47.9,9.710303806,479,2468.75690733766,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND2_1_X6","ND2_X6","X6",52,12,12,3,0,1,2
"608","ND2","N","deep","ND",2,10,47.1,9.741149829,471,2354.10684308001,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND2_2_X6","ND2_X6","X6",51,12,12,3,0,2,3
"609","ND2","N","deep","ND",3,10,48.9,12.33247745,489,2923.89858447511,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND2_3_X6","ND2_X6","X6",55,12,12,3,0,3,4
"610","ND2","N","deep","ND",4,10,52.6,12.18359553,526,3629.67151715753,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND2_4_X6","ND2_X6","X6",56,12,12,3,0,4,5
"611","ND2","N","deep","ND",5,10,55.8,14.90503271,558,4749.23389582802,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND2_5_X6","ND2_X6","X6",62,12,12,3,0,5,6
"612","ND2","N","deep","ND",6,10,60.8,12.82809417,608,5857.51059210757,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND2_6_X6","ND2_X6","X6",65,12,12,3,0,6,7
"613","ND2","N","deep","ND",7,10,61.9,12.71573828,619,6146.85137414911,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND2_7_X6","ND2_X6","X6",67,12,12,3,0,7,8
"614","ND2","N","deep","ND",8,9,66.44444444,15.16656492,598,7321.22313083707,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND2_8_X6","ND2_X6","X6",73,12,12,3,0,8,9
"615","ND2","N","deep","ND",9,9,64,16.02081979,576,6650.06039134245,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND2_9_X6","ND2_X6","X6",74,12,12,3,0,9,10
"616","ND2","N","deep","ND",10,8,75.125,14.03956463,601,9487.22222841424,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785,"ND2_10_X6","ND2_X6","X6",84,12,12,3,0,10,11
"617","ND2","N","deep","ND",11,8,78,12.64911064,624,10649.877633977,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990,"ND2_11_X6","ND2_X6","X6",85,12,12,3,0,11,12
"618","ND2","N","deep","ND",1,10,47.9,9.710303806,479,2468.75690733766,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND2_1_X7","ND2_X7","X7",52,12,12,3,0,1,2
"619","ND2","N","deep","ND",2,10,47.1,9.741149829,471,2354.10684308001,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND2_2_X7","ND2_X7","X7",51,12,12,3,0,2,3
"620","ND2","N","deep","ND",3,10,48.9,12.33247745,489,2923.89858447511,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND2_3_X7","ND2_X7","X7",57,12,12,3,0,3,4
"621","ND2","N","deep","ND",4,10,52.6,12.18359553,526,3629.67151715753,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND2_4_X7","ND2_X7","X7",62,12,12,3,0,4,5
"622","ND2","N","deep","ND",5,10,55.8,14.90503271,558,4749.23389582802,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND2_5_X7","ND2_X7","X7",65,12,12,3,0,5,6
"623","ND2","N","deep","ND",6,10,60.8,12.82809417,608,5857.51059210757,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND2_6_X7","ND2_X7","X7",68,12,12,3,0,6,7
"624","ND2","N","deep","ND",7,10,61.9,12.71573828,619,6146.85137414911,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND2_7_X7","ND2_X7","X7",69,12,12,3,0,7,8
"625","ND2","N","deep","ND",8,9,66.44444444,15.16656492,598,7321.22313083707,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND2_8_X7","ND2_X7","X7",76,12,12,3,0,8,9
"626","ND2","N","deep","ND",9,9,64,16.02081979,576,6650.06039134245,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND2_9_X7","ND2_X7","X7",77,12,12,3,0,9,10
"627","ND2","N","deep","ND",10,8,75.125,14.03956463,601,9487.22222841424,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785,"ND2_10_X7","ND2_X7","X7",84,12,12,3,0,10,11
"628","ND2","N","deep","ND",11,8,78,12.64911064,624,10649.877633977,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990,"ND2_11_X7","ND2_X7","X7",86,12,12,3,0,11,12
"629","ND2","N","deep","ND",1,10,47.9,9.710303806,479,2468.75690733766,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND2_1_X8","ND2_X8","X8",56,12,12,3,0,1,2
"630","ND2","N","deep","ND",2,10,47.1,9.741149829,471,2354.10684308001,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND2_2_X8","ND2_X8","X8",52,12,12,3,0,2,3
"631","ND2","N","deep","ND",3,10,48.9,12.33247745,489,2923.89858447511,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND2_3_X8","ND2_X8","X8",60,12,12,3,0,3,4
"632","ND2","N","deep","ND",4,10,52.6,12.18359553,526,3629.67151715753,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND2_4_X8","ND2_X8","X8",64,12,12,3,0,4,5
"633","ND2","N","deep","ND",5,10,55.8,14.90503271,558,4749.23389582802,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND2_5_X8","ND2_X8","X8",69,12,12,3,0,5,6
"634","ND2","N","deep","ND",6,10,60.8,12.82809417,608,5857.51059210757,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND2_6_X8","ND2_X8","X8",70,12,12,3,0,6,7
"635","ND2","N","deep","ND",7,10,61.9,12.71573828,619,6146.85137414911,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND2_7_X8","ND2_X8","X8",70,12,12,3,0,7,8
"636","ND2","N","deep","ND",8,9,66.44444444,15.16656492,598,7321.22313083707,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND2_8_X8","ND2_X8","X8",79,12,12,3,0,8,9
"637","ND2","N","deep","ND",9,9,64,16.02081979,576,6650.06039134245,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND2_9_X8","ND2_X8","X8",78,12,12,3,0,9,10
"638","ND2","N","deep","ND",10,8,75.125,14.03956463,601,9487.22222841424,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785,"ND2_10_X8","ND2_X8","X8",85,12,12,3,0,10,11
"639","ND2","N","deep","ND",11,8,78,12.64911064,624,10649.877633977,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990,"ND2_11_X8","ND2_X8","X8",96,12,12,3,0,11,12
"640","ND2","N","deep","ND",1,10,47.9,9.710303806,479,2468.75690733766,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND2_1_X9","ND2_X9","X9",58,10,10,3,0,1,2
"641","ND2","N","deep","ND",2,10,47.1,9.741149829,471,2354.10684308001,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND2_2_X9","ND2_X9","X9",54,10,10,3,0,2,3
"642","ND2","N","deep","ND",3,10,48.9,12.33247745,489,2923.89858447511,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND2_3_X9","ND2_X9","X9",62,10,10,3,0,3,4
"643","ND2","N","deep","ND",4,10,52.6,12.18359553,526,3629.67151715753,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND2_4_X9","ND2_X9","X9",66,10,10,3,0,4,5
"644","ND2","N","deep","ND",5,10,55.8,14.90503271,558,4749.23389582802,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND2_5_X9","ND2_X9","X9",72,10,10,3,0,5,6
"645","ND2","N","deep","ND",6,10,60.8,12.82809417,608,5857.51059210757,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND2_6_X9","ND2_X9","X9",74,10,10,3,0,6,7
"646","ND2","N","deep","ND",7,10,61.9,12.71573828,619,6146.85137414911,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND2_7_X9","ND2_X9","X9",75,10,10,3,0,7,8
"647","ND2","N","deep","ND",8,9,66.44444444,15.16656492,598,7321.22313083707,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND2_8_X9","ND2_X9","X9",84,10,10,3,0,8,9
"648","ND2","N","deep","ND",9,9,64,16.02081979,576,6650.06039134245,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND2_9_X9","ND2_X9","X9",79,10,10,1,1,9,10
"649","ND3","N","deep","ND",1,9,46.44444444,8.381343185,418,1931.08370777026,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND3_1_X1","ND3_X1","X1",30,12,12,3,0,1,2
"650","ND3","N","deep","ND",2,9,49.55555556,10.58417174,446,2552.76757102441,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND3_2_X1","ND3_X1","X1",30,12,12,3,0,2,3
"651","ND3","N","deep","ND",3,9,57,11.26449683,513,4103.48807918452,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND3_3_X1","ND3_X1","X1",35,12,12,3,0,3,4
"652","ND3","N","deep","ND",4,9,56,14.07124728,504,4217.17317037261,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND3_4_X1","ND3_X1","X1",32,12,12,3,0,4,5
"653","ND3","N","deep","ND",5,8,65.875,11.49388424,527,5915.59038730194,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND3_5_X1","ND3_X1","X1",44,12,12,3,0,5,6
"654","ND3","N","deep","ND",6,8,72.75,14.81342297,582,8830.25777509136,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND3_6_X1","ND3_X1","X1",49,12,12,3,0,6,7
"655","ND3","N","deep","ND",7,8,73.125,11.53730363,585,8447.94937999514,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND3_7_X1","ND3_X1","X1",52,12,12,3,0,7,8
"656","ND3","N","deep","ND",8,8,73.375,10.49925593,587,8426.95689648725,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND3_8_X1","ND3_X1","X1",55,12,12,3,0,8,9
"657","ND3","N","deep","ND",9,7,65.14285714,10.58878883,456,4960.0406955757,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND3_9_X1","ND3_X1","X1",54,12,12,3,0,9,10
"658","ND3","N","deep","ND",10,4,77.75,5.356071321,311,4835.23773396102,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785,"ND3_10_X1","ND3_X1","X1",73,12,12,3,0,10,11
"659","ND3","N","deep","ND",11,3,77.33333333,8.37987006,232,3663.20650987729,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990,"ND3_11_X1","ND3_X1","X1",66,12,12,3,0,11,12
"660","ND3","N","deep","ND",1,9,46.44444444,8.381343185,418,1931.08370777026,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND3_1_X2","ND3_X2","X2",37,12,12,3,0,1,2
"661","ND3","N","deep","ND",2,9,49.55555556,10.58417174,446,2552.76757102441,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND3_2_X2","ND3_X2","X2",35,12,12,3,0,2,3
"662","ND3","N","deep","ND",3,9,57,11.26449683,513,4103.48807918452,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND3_3_X2","ND3_X2","X2",42,12,12,3,0,3,4
"663","ND3","N","deep","ND",4,9,56,14.07124728,504,4217.17317037261,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND3_4_X2","ND3_X2","X2",40,12,12,3,0,4,5
"664","ND3","N","deep","ND",5,8,65.875,11.49388424,527,5915.59038730194,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND3_5_X2","ND3_X2","X2",51,12,12,3,0,5,6
"665","ND3","N","deep","ND",6,8,72.75,14.81342297,582,8830.25777509136,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND3_6_X2","ND3_X2","X2",54,12,12,3,0,6,7
"666","ND3","N","deep","ND",7,8,73.125,11.53730363,585,8447.94937999514,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND3_7_X2","ND3_X2","X2",64,12,12,3,0,7,8
"667","ND3","N","deep","ND",8,8,73.375,10.49925593,587,8426.95689648725,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND3_8_X2","ND3_X2","X2",65,12,12,3,0,8,9
"668","ND3","N","deep","ND",9,7,65.14285714,10.58878883,456,4960.0406955757,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND3_9_X2","ND3_X2","X2",55,12,12,3,0,9,10
"669","ND3","N","deep","ND",10,4,77.75,5.356071321,311,4835.23773396102,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785,"ND3_10_X2","ND3_X2","X2",73,12,12,3,0,10,11
"670","ND3","N","deep","ND",11,3,77.33333333,8.37987006,232,3663.20650987729,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990,"ND3_11_X2","ND3_X2","X2",80,12,12,3,0,11,12
"671","ND3","N","deep","ND",1,9,46.44444444,8.381343185,418,1931.08370777026,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND3_1_X3","ND3_X3","X3",43,12,12,3,0,1,2
"672","ND3","N","deep","ND",2,9,49.55555556,10.58417174,446,2552.76757102441,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND3_2_X3","ND3_X3","X3",46,12,12,3,0,2,3
"673","ND3","N","deep","ND",3,9,57,11.26449683,513,4103.48807918452,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND3_3_X3","ND3_X3","X3",56,12,12,3,0,3,4
"674","ND3","N","deep","ND",4,9,56,14.07124728,504,4217.17317037261,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND3_4_X3","ND3_X3","X3",46,12,12,3,0,4,5
"675","ND3","N","deep","ND",5,8,65.875,11.49388424,527,5915.59038730194,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND3_5_X3","ND3_X3","X3",65,12,12,3,0,5,6
"676","ND3","N","deep","ND",6,8,72.75,14.81342297,582,8830.25777509136,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND3_6_X3","ND3_X3","X3",63,12,12,3,0,6,7
"677","ND3","N","deep","ND",7,8,73.125,11.53730363,585,8447.94937999514,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND3_7_X3","ND3_X3","X3",65,12,12,3,0,7,8
"678","ND3","N","deep","ND",8,8,73.375,10.49925593,587,8426.95689648725,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND3_8_X3","ND3_X3","X3",71,12,12,3,0,8,9
"679","ND3","N","deep","ND",9,7,65.14285714,10.58878883,456,4960.0406955757,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND3_9_X3","ND3_X3","X3",57,12,12,3,0,9,10
"680","ND3","N","deep","ND",10,4,77.75,5.356071321,311,4835.23773396102,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785,"ND3_10_X3","ND3_X3","X3",79,12,12,3,0,10,11
"681","ND3","N","deep","ND",11,3,77.33333333,8.37987006,232,3663.20650987729,3.06,11.95,7.06326941326899,1.19530681288741,19.68,23.4,21.0306188925081,0.926799087970551,0,0,32.4317353420195,0.648507119657492,990,"ND3_11_X3","ND3_X3","X3",86,12,12,3,0,11,12
"682","ND3","N","deep","ND",1,9,46.44444444,8.381343185,418,1931.08370777026,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND3_1_X4","ND3_X4","X4",46,11,11,3,0,1,2
"683","ND3","N","deep","ND",2,9,49.55555556,10.58417174,446,2552.76757102441,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND3_2_X4","ND3_X4","X4",49,11,11,3,0,2,3
"684","ND3","N","deep","ND",3,9,57,11.26449683,513,4103.48807918452,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND3_3_X4","ND3_X4","X4",56,11,11,3,0,3,4
"685","ND3","N","deep","ND",4,9,56,14.07124728,504,4217.17317037261,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND3_4_X4","ND3_X4","X4",47,11,11,3,0,4,5
"686","ND3","N","deep","ND",5,8,65.875,11.49388424,527,5915.59038730194,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND3_5_X4","ND3_X4","X4",69,11,11,3,0,5,6
"687","ND3","N","deep","ND",6,8,72.75,14.81342297,582,8830.25777509136,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND3_6_X4","ND3_X4","X4",72,11,11,3,0,6,7
"688","ND3","N","deep","ND",7,8,73.125,11.53730363,585,8447.94937999514,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND3_7_X4","ND3_X4","X4",74,11,11,3,0,7,8
"689","ND3","N","deep","ND",8,8,73.375,10.49925593,587,8426.95689648725,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND3_8_X4","ND3_X4","X4",72,11,11,3,0,8,9
"690","ND3","N","deep","ND",9,7,65.14285714,10.58878883,456,4960.0406955757,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND3_9_X4","ND3_X4","X4",61,11,11,3,0,9,10
"691","ND3","N","deep","ND",10,4,77.75,5.356071321,311,4835.23773396102,3.92,12.94,7.19328869047619,1.39444567345083,19.56,24.46,21.7997321428571,1.40828438384828,0,0,32.8915050595238,0.630804383629786,1785,"ND3_10_X4","ND3_X4","X4",86,11,11,1,1,10,11
"692","ND3","N","deep","ND",1,9,46.44444444,8.381343185,418,1931.08370777026,3.39,10.47,6.84713043478261,1.46073221890985,16.64,22.2,19.0781217391304,1.35753540997462,0,0,30.3762151304348,0.795690248110355,990,"ND3_1_X5","ND3_X5","X5",48,10,10,3,0,1,2
"693","ND3","N","deep","ND",2,9,49.55555556,10.58417174,446,2552.76757102441,6.4,9.35,7.99813559322034,0.680504184437503,14.86,21.66,17.7487092568449,1.40762313883999,0,0,30.1559870925684,1.66564019810973,405,"ND3_2_X5","ND3_X5","X5",52,10,10,3,0,2,3
"694","ND3","N","deep","ND",3,9,57,11.26449683,513,4103.48807918452,4.46,9.83,7.11961194029851,1.04859582891278,16.78,23.6,19.2811044776119,1.56988949878502,0,0,32.2682459701493,0.905217635323477,555,"ND3_3_X5","ND3_X5","X5",60,10,10,3,0,3,4
"695","ND3","N","deep","ND",4,9,56,14.07124728,504,4217.17317037261,3.53,8.74,6.24610434782609,1.04224084650522,19.58,26.28,21.148,0.894843921921193,0,0,30.966216,0.498474928220178,45,"ND3_4_X5","ND3_X5","X5",64,10,10,3,0,4,5
"696","ND3","N","deep","ND",5,8,65.875,11.49388424,527,5915.59038730194,3.07,9.71,6.42512385919166,1.33280832075993,19.66,25.1,21.5033898305085,0.990475784635176,0,0,32.5357338983051,0.640398390933723,795,"ND3_5_X5","ND3_X5","X5",71,10,10,3,0,5,6
"697","ND3","N","deep","ND",6,8,72.75,14.81342297,582,8830.25777509136,4.87,8.72,6.69706597222222,0.789268611897784,19.44,25.54,21.6832291666667,1.23941472425321,0,0,34.0913527777778,0.748992177558915,360,"ND3_6_X5","ND3_X5","X5",81,10,10,3,0,6,7
"698","ND3","N","deep","ND",7,8,73.125,11.53730363,585,8447.94937999514,3.01,10.47,6.77636270130884,1.0225459483657,20,25.04,21.5996349413299,0.8799939901465,0,0,33.7769152542373,0.643379989449817,375,"ND3_7_X5","ND3_X5","X5",76,10,10,3,0,7,8
"699","ND3","N","deep","ND",8,8,73.375,10.49925593,587,8426.95689648725,3.18,11.27,6.66135652173913,1.22840392600456,19.84,25.32,21.9255652173913,1.60722312917074,0,0,33.0025871304348,0.736190946869224,465,"ND3_8_X5","ND3_X5","X5",73,10,10,3,0,8,9
"700","ND3","N","deep","ND",9,7,65.14285714,10.58878883,456,4960.0406955757,4.33,12.71,7.1119035202086,1.53399690430876,21.2,24.4,22.3993481095176,0.467666941548899,0,0,33.1601271186441,0.422265973679299,2910,"ND3_9_X5","ND3_X5","X5",69,10,10,1,1,9,10
