"","cage","site","depth","station","week","survivors","avlength","SD","tl","biom","min.do","max.do","mean.do","sd.do","min.temp","max.temp","mean.temp","sd.T","do.dur","temp.dur","mean.sal","sd.sal","ssat","index","fishID","Fish","fishlength","n","death.week","event","event2","start","end"
"281","MS1","M","shallow","MS",7,7,61.14285714,6.446008099,428,3691.57039434775,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS1_7_X3","MS1_X3","X3",56,12,12,3,0,7,8
"282","MS1","M","shallow","MS",8,7,60.57142857,3.886134431,424,3456.75997522416,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS1_8_X3","MS1_X3","X3",60,12,12,3,0,8,9
"283","MS1","M","shallow","MS",9,7,61.71428571,4.890640791,432,3735.43797165519,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS1_9_X3","MS1_X3","X3",59,12,12,3,0,9,10
"284","MS1","M","shallow","MS",10,7,56.57142857,6.34388666,396,2815.10205685254,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560,"MS1_10_X3","MS1_X3","X3",55,12,12,3,0,10,11
"285","MS1","M","shallow","MS",11,5,61.2,4.955804677,306,2595.31468421956,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410,"MS1_11_X3","MS1_X3","X3",59,12,12,3,0,11,12
"286","MS1","M","shallow","MS",1,7,50.71428571,7.994896331,355,1999.21523965404,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS1_1_X4","MS1_X4","X4",53,12,12,3,0,1,2
"287","MS1","M","shallow","MS",2,7,51,7.521398046,357,2026.24478553341,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS1_2_X4","MS1_X4","X4",49,12,12,3,0,2,3
"288","MS1","M","shallow","MS",3,7,54.85714286,5.767608354,384,2508.72853330729,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS1_3_X4","MS1_X4","X4",52,12,12,3,0,3,4
"289","MS1","M","shallow","MS",4,7,57.85714286,5.329930887,405,2992.85817791841,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS1_4_X4","MS1_X4","X4",58,12,12,3,0,4,5
"290","MS1","M","shallow","MS",5,7,59.85714286,7.845445839,419,3520.87403128306,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS1_5_X4","MS1_X4","X4",59,12,12,3,0,5,6
"291","MS1","M","shallow","MS",6,7,60.42857143,8.033094811,423,3663.07813801082,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS1_6_X4","MS1_X4","X4",58,12,12,3,0,6,7
"292","MS1","M","shallow","MS",7,7,61.14285714,6.446008099,428,3691.57039434775,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS1_7_X4","MS1_X4","X4",61,12,12,3,0,7,8
"293","MS1","M","shallow","MS",8,7,60.57142857,3.886134431,424,3456.75997522416,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS1_8_X4","MS1_X4","X4",61,12,12,3,0,8,9
"294","MS1","M","shallow","MS",9,7,61.71428571,4.890640791,432,3735.43797165519,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS1_9_X4","MS1_X4","X4",61,12,12,3,0,9,10
"295","MS1","M","shallow","MS",10,7,56.57142857,6.34388666,396,2815.10205685254,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560,"MS1_10_X4","MS1_X4","X4",55,12,12,3,0,10,11
"296","MS1","M","shallow","MS",11,5,61.2,4.955804677,306,2595.31468421956,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410,"MS1_11_X4","MS1_X4","X4",60,12,12,3,0,11,12
"297","MS1","M","shallow","MS",1,7,50.71428571,7.994896331,355,1999.21523965404,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS1_1_X5","MS1_X5","X5",54,12,12,3,0,1,2
"298","MS1","M","shallow","MS",2,7,51,7.521398046,357,2026.24478553341,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS1_2_X5","MS1_X5","X5",52,12,12,3,0,2,3
"299","MS1","M","shallow","MS",3,7,54.85714286,5.767608354,384,2508.72853330729,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS1_3_X5","MS1_X5","X5",56,12,12,3,0,3,4
"300","MS1","M","shallow","MS",4,7,57.85714286,5.329930887,405,2992.85817791841,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS1_4_X5","MS1_X5","X5",60,12,12,3,0,4,5
"301","MS1","M","shallow","MS",5,7,59.85714286,7.845445839,419,3520.87403128306,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS1_5_X5","MS1_X5","X5",63,12,12,3,0,5,6
"302","MS1","M","shallow","MS",6,7,60.42857143,8.033094811,423,3663.07813801082,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS1_6_X5","MS1_X5","X5",60,12,12,3,0,6,7
"303","MS1","M","shallow","MS",7,7,61.14285714,6.446008099,428,3691.57039434775,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS1_7_X5","MS1_X5","X5",63,12,12,3,0,7,8
"304","MS1","M","shallow","MS",8,7,60.57142857,3.886134431,424,3456.75997522416,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS1_8_X5","MS1_X5","X5",62,12,12,3,0,8,9
"305","MS1","M","shallow","MS",9,7,61.71428571,4.890640791,432,3735.43797165519,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS1_9_X5","MS1_X5","X5",62,12,12,3,0,9,10
"306","MS1","M","shallow","MS",10,7,56.57142857,6.34388666,396,2815.10205685254,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560,"MS1_10_X5","MS1_X5","X5",57,12,12,3,0,10,11
"307","MS1","M","shallow","MS",11,5,61.2,4.955804677,306,2595.31468421956,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410,"MS1_11_X5","MS1_X5","X5",71,12,12,3,0,11,12
"308","MS1","M","shallow","MS",1,7,50.71428571,7.994896331,355,1999.21523965404,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS1_1_X6","MS1_X6","X6",60,11,11,3,0,1,2
"309","MS1","M","shallow","MS",2,7,51,7.521398046,357,2026.24478553341,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS1_2_X6","MS1_X6","X6",59,11,11,3,0,2,3
"310","MS1","M","shallow","MS",3,7,54.85714286,5.767608354,384,2508.72853330729,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS1_3_X6","MS1_X6","X6",60,11,11,3,0,3,4
"311","MS1","M","shallow","MS",4,7,57.85714286,5.329930887,405,2992.85817791841,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS1_4_X6","MS1_X6","X6",63,11,11,3,0,4,5
"312","MS1","M","shallow","MS",5,7,59.85714286,7.845445839,419,3520.87403128306,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS1_5_X6","MS1_X6","X6",64,11,11,3,0,5,6
"313","MS1","M","shallow","MS",6,7,60.42857143,8.033094811,423,3663.07813801082,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS1_6_X6","MS1_X6","X6",64,11,11,3,0,6,7
"314","MS1","M","shallow","MS",7,7,61.14285714,6.446008099,428,3691.57039434775,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS1_7_X6","MS1_X6","X6",69,11,11,3,0,7,8
"315","MS1","M","shallow","MS",8,7,60.57142857,3.886134431,424,3456.75997522416,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS1_8_X6","MS1_X6","X6",62,11,11,3,0,8,9
"316","MS1","M","shallow","MS",9,7,61.71428571,4.890640791,432,3735.43797165519,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS1_9_X6","MS1_X6","X6",66,11,11,3,0,9,10
"317","MS1","M","shallow","MS",10,7,56.57142857,6.34388666,396,2815.10205685254,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560,"MS1_10_X6","MS1_X6","X6",65,11,11,1,1,10,11
"318","MS1","M","shallow","MS",1,7,50.71428571,7.994896331,355,1999.21523965404,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS1_1_X7","MS1_X7","X7",60,11,11,3,0,1,2
"319","MS1","M","shallow","MS",2,7,51,7.521398046,357,2026.24478553341,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS1_2_X7","MS1_X7","X7",64,11,11,3,0,2,3
"320","MS1","M","shallow","MS",3,7,54.85714286,5.767608354,384,2508.72853330729,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS1_3_X7","MS1_X7","X7",66,11,11,3,0,3,4
"321","MS1","M","shallow","MS",4,7,57.85714286,5.329930887,405,2992.85817791841,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS1_4_X7","MS1_X7","X7",66,11,11,3,0,4,5
"322","MS1","M","shallow","MS",5,7,59.85714286,7.845445839,419,3520.87403128306,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS1_5_X7","MS1_X7","X7",75,11,11,3,0,5,6
"323","MS1","M","shallow","MS",6,7,60.42857143,8.033094811,423,3663.07813801082,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS1_6_X7","MS1_X7","X7",78,11,11,3,0,6,7
"324","MS1","M","shallow","MS",7,7,61.14285714,6.446008099,428,3691.57039434775,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS1_7_X7","MS1_X7","X7",71,11,11,3,0,7,8
"325","MS1","M","shallow","MS",8,7,60.57142857,3.886134431,424,3456.75997522416,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS1_8_X7","MS1_X7","X7",67,11,11,3,0,8,9
"326","MS1","M","shallow","MS",9,7,61.71428571,4.890640791,432,3735.43797165519,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS1_9_X7","MS1_X7","X7",71,11,11,3,0,9,10
"327","MS1","M","shallow","MS",10,7,56.57142857,6.34388666,396,2815.10205685254,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560,"MS1_10_X7","MS1_X7","X7",66,11,11,1,1,10,11
"328","MS2","M","shallow","MS",1,7,45.71428571,6.157789161,320,1336.24074939352,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS2_1_X1","MS2_X1","X1",32,12,12,3,0,1,2
"329","MS2","M","shallow","MS",2,5,46.4,3.555277767,232,960.651954087347,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS2_2_X1","MS2_X1","X1",41,12,12,3,0,2,3
"330","MS2","M","shallow","MS",3,5,52.2,9.23904757,261,1625.92762744103,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS2_3_X1","MS2_X1","X1",39,12,12,3,0,3,4
"331","MS2","M","shallow","MS",4,5,56,5.403702434,280,1912.21780695358,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS2_4_X1","MS2_X1","X1",50,12,12,3,0,4,5
"332","MS2","M","shallow","MS",5,5,59,6.449806199,295,2331.11141605659,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS2_5_X1","MS2_X1","X1",50,12,12,3,0,5,6
"333","MS2","M","shallow","MS",6,5,58.2,9.019977827,291,2346.7767377865,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS2_6_X1","MS2_X1","X1",47,12,12,3,0,6,7
"334","MS2","M","shallow","MS",7,5,62,7.456540753,310,2805.13682292821,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS2_7_X1","MS2_X1","X1",50,12,12,3,0,7,8
"335","MS2","M","shallow","MS",8,5,63.6,5.678027827,318,2995.81662012937,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS2_8_X1","MS2_X1","X1",58,12,12,3,0,8,9
"336","MS2","M","shallow","MS",9,4,59.5,7.262919523,238,1939.50128257414,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS2_9_X1","MS2_X1","X1",48,12,12,3,0,9,10
"337","MS2","M","shallow","MS",10,3,64.33333333,9.877021593,193,2008.23613493832,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560,"MS2_10_X1","MS2_X1","X1",55,12,12,3,0,10,11
"338","MS2","M","shallow","MS",11,3,64,8.831760866,192,1930.76106793313,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410,"MS2_11_X1","MS2_X1","X1",55,12,12,3,0,11,12
"339","MS2","M","shallow","MS",1,7,45.71428571,6.157789161,320,1336.24074939352,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS2_1_X2","MS2_X2","X2",44,12,12,3,0,1,2
"340","MS2","M","shallow","MS",2,5,46.4,3.555277767,232,960.651954087347,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS2_2_X2","MS2_X2","X2",44,12,12,3,0,2,3
"341","MS2","M","shallow","MS",3,5,52.2,9.23904757,261,1625.92762744103,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS2_3_X2","MS2_X2","X2",44,12,12,3,0,3,4
"342","MS2","M","shallow","MS",4,5,56,5.403702434,280,1912.21780695358,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS2_4_X2","MS2_X2","X2",52,12,12,3,0,4,5
"343","MS2","M","shallow","MS",5,5,59,6.449806199,295,2331.11141605659,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS2_5_X2","MS2_X2","X2",57,12,12,3,0,5,6
"344","MS2","M","shallow","MS",6,5,58.2,9.019977827,291,2346.7767377865,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS2_6_X2","MS2_X2","X2",53,12,12,3,0,6,7
"345","MS2","M","shallow","MS",7,5,62,7.456540753,310,2805.13682292821,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS2_7_X2","MS2_X2","X2",58,12,12,3,0,7,8
"346","MS2","M","shallow","MS",8,5,63.6,5.678027827,318,2995.81662012937,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS2_8_X2","MS2_X2","X2",60,12,12,3,0,8,9
"347","MS2","M","shallow","MS",9,4,59.5,7.262919523,238,1939.50128257414,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS2_9_X2","MS2_X2","X2",60,12,12,3,0,9,10
"348","MS2","M","shallow","MS",10,3,64.33333333,9.877021593,193,2008.23613493832,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560,"MS2_10_X2","MS2_X2","X2",60,12,12,3,0,10,11
"349","MS2","M","shallow","MS",11,3,64,8.831760866,192,1930.76106793313,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410,"MS2_11_X2","MS2_X2","X2",61,12,12,3,0,11,12
"350","MS2","M","shallow","MS",1,7,45.71428571,6.157789161,320,1336.24074939352,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS2_1_X3","MS2_X3","X3",45,12,12,3,0,1,2
"351","MS2","M","shallow","MS",2,5,46.4,3.555277767,232,960.651954087347,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS2_2_X3","MS2_X3","X3",47,12,12,3,0,2,3
"352","MS2","M","shallow","MS",3,5,52.2,9.23904757,261,1625.92762744103,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS2_3_X3","MS2_X3","X3",57,12,12,3,0,3,4
"353","MS2","M","shallow","MS",4,5,56,5.403702434,280,1912.21780695358,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS2_4_X3","MS2_X3","X3",54,12,12,3,0,4,5
"354","MS2","M","shallow","MS",5,5,59,6.449806199,295,2331.11141605659,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS2_5_X3","MS2_X3","X3",58,12,12,3,0,5,6
"355","MS2","M","shallow","MS",6,5,58.2,9.019977827,291,2346.7767377865,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS2_6_X3","MS2_X3","X3",57,12,12,3,0,6,7
"356","MS2","M","shallow","MS",7,5,62,7.456540753,310,2805.13682292821,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS2_7_X3","MS2_X3","X3",63,12,12,3,0,7,8
"357","MS2","M","shallow","MS",8,5,63.6,5.678027827,318,2995.81662012937,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS2_8_X3","MS2_X3","X3",61,12,12,3,0,8,9
"358","MS2","M","shallow","MS",9,4,59.5,7.262919523,238,1939.50128257414,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS2_9_X3","MS2_X3","X3",62,12,12,3,0,9,10
"359","MS2","M","shallow","MS",10,3,64.33333333,9.877021593,193,2008.23613493832,2.7,12.28,6.46540178571429,1.6500613236664,20.78,26.02,22.8604166666667,1.11076233762696,0,0,30.8956227678571,0.401703312754415,1560,"MS2_10_X3","MS2_X3","X3",78,12,12,3,0,10,11
"360","MS2","M","shallow","MS",11,3,64,8.831760866,192,1930.76106793313,1.89,12.75,6.3792345276873,1.99195352818458,19.84,23.76,21.652345276873,1.05703857209937,30,0,29.5927397394137,0.651905940120232,1410,"MS2_11_X3","MS2_X3","X3",76,12,12,3,0,11,12
"361","MS2","M","shallow","MS",1,7,45.71428571,6.157789161,320,1336.24074939352,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS2_1_X4","MS2_X4","X4",48,10,10,3,0,1,2
"362","MS2","M","shallow","MS",2,5,46.4,3.555277767,232,960.651954087347,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS2_2_X4","MS2_X4","X4",49,10,10,3,0,2,3
"363","MS2","M","shallow","MS",3,5,52.2,9.23904757,261,1625.92762744103,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS2_3_X4","MS2_X4","X4",57,10,10,3,0,3,4
"364","MS2","M","shallow","MS",4,5,56,5.403702434,280,1912.21780695358,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS2_4_X4","MS2_X4","X4",59,10,10,3,0,4,5
"365","MS2","M","shallow","MS",5,5,59,6.449806199,295,2331.11141605659,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS2_5_X4","MS2_X4","X4",60,10,10,3,0,5,6
"366","MS2","M","shallow","MS",6,5,58.2,9.019977827,291,2346.7767377865,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS2_6_X4","MS2_X4","X4",60,10,10,3,0,6,7
"367","MS2","M","shallow","MS",7,5,62,7.456540753,310,2805.13682292821,3.99,14.56,7.57663624511082,2.02356493375896,20.32,26.92,22.6000521512386,1.14874934713838,0,0,28.7707054758801,0.39622653023213,3060,"MS2_7_X4","MS2_X4","X4",68,10,10,3,0,7,8
"368","MS2","M","shallow","MS",8,5,63.6,5.678027827,318,2995.81662012937,3.49,9.95,6.42881326352531,1.08825162356296,20.26,25.76,22.8848167539267,1.64324869353659,0,0,29.6014492146597,0.468254030280981,315,"MS2_8_X4","MS2_X4","X4",65,10,10,3,0,8,9
"369","MS2","M","shallow","MS",9,4,59.5,7.262919523,238,1939.50128257414,3.69,11.71,7.28762402088773,1.49211000125344,21.84,25.4,23.4800522193211,0.687605295951983,0,0,30.7852434725849,0.399602289999724,2940,"MS2_9_X4","MS2_X4","X4",68,10,10,1,1,9,10
"370","MS2","M","shallow","MS",1,7,45.71428571,6.157789161,320,1336.24074939352,1.11,12.28,7.29937282229965,2.1897760905466,17.96,22.38,19.7570731707317,0.930604227635783,180,0,27.7070454336618,0.968879304061795,1815,"MS2_1_X5","MS2_X5","X5",49,9,9,3,0,1,2
"371","MS2","M","shallow","MS",2,5,46.4,3.555277767,232,960.651954087347,5.19,13.65,8.43976531942634,1.39541806988506,15.54,23.86,18.9147327249022,1.49980761177392,0,0,25.9087276401565,0.350391004707875,3330,"MS2_2_X5","MS2_X5","X5",51,9,9,3,0,2,3
"372","MS2","M","shallow","MS",3,5,52.2,9.23904757,261,1625.92762744103,4.5,13.89,8.01642324888227,1.14184546605668,17.84,24.72,21.1982116244411,1.81560871497537,0,0,26.2692470938897,0.425909508418097,2775,"MS2_3_X5","MS2_X5","X5",64,9,9,3,0,3,4
"373","MS2","M","shallow","MS",4,5,56,5.403702434,280,1912.21780695358,3.67,13.57,7.49339721254355,1.58691270371337,20.72,25,22.6500348432056,0.882931614640186,0,0,26.5152421602787,0.41683931733248,2070,"MS2_4_X5","MS2_X5","X5",65,9,9,3,0,4,5
"374","MS2","M","shallow","MS",5,5,59,6.449806199,295,2331.11141605659,3.22,15.7,7.70846354166667,1.92148817373361,20.58,29.38,23.0154427083333,1.27047899757707,0,165,26.5579170572917,0.54294612181595,3795,"MS2_5_X5","MS2_X5","X5",70,9,9,3,0,5,6
"375","MS2","M","shallow","MS",6,5,58.2,9.019977827,291,2346.7767377865,4.43,11.24,6.56046956521739,1.25693544500992,20.18,26.96,22.7568347826087,1.51270037939192,0,0,28.0213895652174,0.371364123034237,930,"MS2_6_X5","MS2_X5","X5",74,9,9,3,0,6,7
