,cage,site,depth,station,week,survivors,av_length,SD,biom,min.do,max.do,mean.do,sd.do,min.temp,max.temp,mean.temp,sd.T,do.dur,temp.dur,mean.sal,sd.sal,ssat,index,fishID,Survival1,Fish,fishlength,n,death.week,event,event2,start,end
563,MDD2,MD,deep,MDD,3,4,41.5,7.5,579.8578887,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD2_3_X1,MDD2_X1,0.666666667,X1,33,8,7,3,0,2,3
564,MDD2,MD,deep,MDD,4,4,44.5,7.632168761,733.1846387,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD2_4_X1,MDD2_X1,0.666666667,X1,35,8,7,3,0,3,4
565,MDD2,MD,deep,MDD,5,3,47.33333333,5.436502143,640.8620808,1.11,10.1958,7.691867546,0.935253432,20.16,25.16,23.05432213,1.076615297,75,0,24.3460232,0.499955687,840,MDD2_5_X1,MDD2_X1,0.5,X1,43,8,7,3,0,4,5
566,MDD2,MD,deep,MDD,6,1,48,0,211.2184726,6.283272,11.18715,7.60590619,0.889045731,21.845,27.21,25.35053347,1.187390104,0,180,23.57982539,0.408884156,1320,MDD2_6_X1,MDD2_X1,0.166666667,X1,48,8,7,3,0,5,6
567,MDD2,MD,deep,MDD,7,1,41,0,120.2932484,6.671,9.852132,7.82510741,0.607496137,20.495,27.6,24.69557441,1.986780789,0,720,22.31855114,1.079865439,1740,MDD2_7_X1,MDD2_X1,0.166666667,X1,41,8,7,1,1,6,7
568,MDD2,MD,deep,MDD,2,4,38.5,2.958039892,394.951579,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD2_2_X2,MDD2_X2,0.666666667,X2,37,6,5,3,0,1,2
569,MDD2,MD,deep,MDD,3,4,41.5,7.5,579.8578887,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD2_3_X2,MDD2_X2,0.666666667,X2,36,6,5,3,0,2,3
570,MDD2,MD,deep,MDD,4,4,44.5,7.632168761,733.1846387,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD2_4_X2,MDD2_X2,0.666666667,X2,40,6,5,3,0,3,4
571,MDD2,MD,deep,MDD,5,3,47.33333333,5.436502143,640.8620808,1.11,10.1958,7.691867546,0.935253432,20.16,25.16,23.05432213,1.076615297,75,0,24.3460232,0.499955687,840,MDD2_5_X2,MDD2_X2,0.5,X2,44,6,5,1,1,4,5
572,MDD2,MD,deep,MDD,2,4,38.5,2.958039892,394.951579,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD2_2_X3,MDD2_X3,0.666666667,X3,39,6,5,3,0,1,2
573,MDD2,MD,deep,MDD,3,4,41.5,7.5,579.8578887,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD2_3_X3,MDD2_X3,0.666666667,X3,45,6,5,3,0,2,3
574,MDD2,MD,deep,MDD,4,4,44.5,7.632168761,733.1846387,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD2_4_X3,MDD2_X3,0.666666667,X3,48,6,5,3,0,3,4
575,MDD2,MD,deep,MDD,5,3,47.33333333,5.436502143,640.8620808,1.11,10.1958,7.691867546,0.935253432,20.16,25.16,23.05432213,1.076615297,75,0,24.3460232,0.499955687,840,MDD2_5_X3,MDD2_X3,0.5,X3,55,6,5,1,1,4,5
576,MDD2,MD,deep,MDD,2,4,38.5,2.958039892,394.951579,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD2_2_X4,MDD2_X4,0.666666667,X4,43,5,4,3,0,1,2
577,MDD2,MD,deep,MDD,3,4,41.5,7.5,579.8578887,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD2_3_X4,MDD2_X4,0.666666667,X4,52,5,4,3,0,2,3
578,MDD2,MD,deep,MDD,4,4,44.5,7.632168761,733.1846387,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD2_4_X4,MDD2_X4,0.666666667,X4,55,5,4,1,1,3,4
579,MDD4,MD,deep,MDD,2,6,42.33333333,3.496029494,834.6136107,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD4_2_X1,MDD4_X1,0.6,X1,38,11,10,3,0,1,2
580,MDD4,MD,deep,MDD,3,6,44.33333333,3.944053189,988.7321647,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD4_3_X1,MDD4_X1,0.6,X1,38,11,10,3,0,2,3
581,MDD4,MD,deep,MDD,4,6,46.33333333,4.60675832,1167.772043,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD4_4_X1,MDD4_X1,0.6,X1,39,11,10,3,0,3,4
582,MDD4,MD,deep,MDD,5,4,48.75,2.586020108,904.4400973,1.11,10.1958,7.691867546,0.935253432,20.16,25.16,23.05432213,1.076615297,75,0,24.3460232,0.499955687,840,MDD4_5_X1,MDD4_X1,0.4,X1,45,11,10,3,0,4,5
583,MDD4,MD,deep,MDD,6,3,54.66666667,3.091206165,1023.354255,6.283272,11.18715,7.60590619,0.889045731,21.845,27.21,25.35053347,1.187390104,0,180,23.57982539,0.408884156,1320,MDD4_6_X1,MDD4_X1,0.3,X1,52,11,10,3,0,5,6
584,MDD4,MD,deep,MDD,7,2,54,5,668.6967348,6.671,9.852132,7.82510741,0.607496137,20.495,27.6,24.69557441,1.986780789,0,720,22.31855114,1.079865439,1740,MDD4_7_X1,MDD4_X1,0.2,X1,49,11,10,3,0,6,7
585,MDD4,MD,deep,MDD,8,2,52,6,596.6331827,6.444091,8.666918,7.593979837,0.489105407,22.92,27.73,26.03382102,1.02221775,0,810,23.5972808,0.67952609,1050,MDD4_8_X1,MDD4_X1,0.2,X1,46,11,10,3,0,7,8
586,MDD4,MD,deep,MDD,9,2,55,1,687.9687254,6.28,9.653862,7.922374531,0.641482461,22.326396,26.261222,24.73527739,0.734137181,0,0,23.06447097,0.596449579,2100,MDD4_9_X1,MDD4_X1,0.2,X1,54,11,10,3,0,8,9
587,MDD4,MD,deep,MDD,10,1,56,0,366.2921193,6.27446,8.693354,7.391579882,0.412350072,21.04,27.4597,25.34170034,1.422023911,0,1140,22.17846034,0.715608034,135,MDD4_10_X1,MDD4_X1,0.1,X1,56,11,10,1,1,9,10
588,MDD4,MD,deep,MDD,2,6,42.33333333,3.496029494,834.6136107,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD4_2_X2,MDD4_X2,0.6,X2,39,10,9,3,0,1,2
589,MDD4,MD,deep,MDD,3,6,44.33333333,3.944053189,988.7321647,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD4_3_X2,MDD4_X2,0.6,X2,42,10,9,3,0,2,3
590,MDD4,MD,deep,MDD,4,6,46.33333333,4.60675832,1167.772043,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD4_4_X2,MDD4_X2,0.6,X2,44,10,9,3,0,3,4
591,MDD4,MD,deep,MDD,5,4,48.75,2.586020108,904.4400973,1.11,10.1958,7.691867546,0.935253432,20.16,25.16,23.05432213,1.076615297,75,0,24.3460232,0.499955687,840,MDD4_5_X2,MDD4_X2,0.4,X2,48,10,9,3,0,4,5
592,MDD4,MD,deep,MDD,6,3,54.66666667,3.091206165,1023.354255,6.283272,11.18715,7.60590619,0.889045731,21.845,27.21,25.35053347,1.187390104,0,180,23.57982539,0.408884156,1320,MDD4_6_X2,MDD4_X2,0.3,X2,53,10,9,3,0,5,6
593,MDD4,MD,deep,MDD,7,2,54,5,668.6967348,6.671,9.852132,7.82510741,0.607496137,20.495,27.6,24.69557441,1.986780789,0,720,22.31855114,1.079865439,1740,MDD4_7_X2,MDD4_X2,0.2,X2,59,10,9,3,0,6,7
594,MDD4,MD,deep,MDD,8,2,52,6,596.6331827,6.444091,8.666918,7.593979837,0.489105407,22.92,27.73,26.03382102,1.02221775,0,810,23.5972808,0.67952609,1050,MDD4_8_X2,MDD4_X2,0.2,X2,58,10,9,3,0,7,8
595,MDD4,MD,deep,MDD,9,2,55,1,687.9687254,6.28,9.653862,7.922374531,0.641482461,22.326396,26.261222,24.73527739,0.734137181,0,0,23.06447097,0.596449579,2100,MDD4_9_X2,MDD4_X2,0.2,X2,56,10,9,1,1,8,9
596,MDD4,MD,deep,MDD,2,6,42.33333333,3.496029494,834.6136107,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD4_2_X3,MDD4_X3,0.6,X3,40,7,6,3,0,1,2
597,MDD4,MD,deep,MDD,3,6,44.33333333,3.944053189,988.7321647,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD4_3_X3,MDD4_X3,0.6,X3,43,7,6,3,0,2,3
598,MDD4,MD,deep,MDD,4,6,46.33333333,4.60675832,1167.772043,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD4_4_X3,MDD4_X3,0.6,X3,45,7,6,3,0,3,4
599,MDD4,MD,deep,MDD,5,4,48.75,2.586020108,904.4400973,1.11,10.1958,7.691867546,0.935253432,20.16,25.16,23.05432213,1.076615297,75,0,24.3460232,0.499955687,840,MDD4_5_X3,MDD4_X3,0.4,X3,50,7,6,3,0,4,5
600,MDD4,MD,deep,MDD,6,3,54.66666667,3.091206165,1023.354255,6.283272,11.18715,7.60590619,0.889045731,21.845,27.21,25.35053347,1.187390104,0,180,23.57982539,0.408884156,1320,MDD4_6_X3,MDD4_X3,0.3,X3,59,7,6,1,1,5,6
601,MDD4,MD,deep,MDD,2,6,42.33333333,3.496029494,834.6136107,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD4_2_X4,MDD4_X4,0.6,X4,44,6,5,3,0,1,2
602,MDD4,MD,deep,MDD,3,6,44.33333333,3.944053189,988.7321647,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD4_3_X4,MDD4_X4,0.6,X4,45,6,5,3,0,2,3
603,MDD4,MD,deep,MDD,4,6,46.33333333,4.60675832,1167.772043,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD4_4_X4,MDD4_X4,0.6,X4,46,6,5,3,0,3,4
604,MDD4,MD,deep,MDD,5,4,48.75,2.586020108,904.4400973,1.11,10.1958,7.691867546,0.935253432,20.16,25.16,23.05432213,1.076615297,75,0,24.3460232,0.499955687,840,MDD4_5_X4,MDD4_X4,0.4,X4,52,6,5,1,1,4,5
605,MDD4,MD,deep,MDD,2,6,42.33333333,3.496029494,834.6136107,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD4_2_X5,MDD4_X5,0.6,X5,46,5,4,3,0,1,2
606,MDD4,MD,deep,MDD,3,6,44.33333333,3.944053189,988.7321647,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD4_3_X5,MDD4_X5,0.6,X5,48,5,4,3,0,2,3
607,MDD4,MD,deep,MDD,4,6,46.33333333,4.60675832,1167.772043,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD4_4_X5,MDD4_X5,0.6,X5,51,5,4,1,1,3,4
608,MDD4,MD,deep,MDD,2,6,42.33333333,3.496029494,834.6136107,5.91,14.66,8.445563298,1.536389021,14.56,22.88,20.09890825,2.010311145,0,0,27.09144868,1.159579022,3405,MDD4_2_X6,MDD4_X6,0.6,X6,47,5,4,3,0,1,2
609,MDD4,MD,deep,MDD,3,6,44.33333333,3.944053189,988.7321647,4.46,11.1,7.762519582,1.220910962,19.72,24.44,22.90819843,0.864837862,0,0,24.4276848,0.86500666,3330,MDD4_3_X6,MDD4_X6,0.6,X6,50,5,4,3,0,2,3
610,MDD4,MD,deep,MDD,4,6,46.33333333,4.60675832,1167.772043,3.78,12.14,7.641480836,1.412208203,18.295,25.135,22.24317073,1.866856827,0,0,24.78301673,0.347006687,2115,MDD4_4_X6,MDD4_X6,0.6,X6,53,5,4,1,1,3,4
611,MDS1,MD,shallow,MDS,2,5,36.8,2.039607805,414.6827358,4.06,20.29,8.573730367,2.112427784,15.43,22.99,20.39863109,1.624211123,0,0,29.92972203,0.812290878,5430,MDS1_2_X1,MDS1_X1,0.833333333,X1,34,11,10,3,0,1,2
612,MDS1,MD,shallow,MDS,3,5,44,4.242640687,806.5759522,5.270132,11.40869,8.058024849,1.179974993,21.37,24.85,23.03291667,0.580254931,0,0,28.98725998,0.674064068,3930,MDS1_3_X1,MDS1_X1,0.833333333,X1,37,11,10,3,0,2,3
613,MDS1,MD,shallow,MDS,4,5,51.8,5.455272679,1453.637821,5.18,16.68,8.256382609,2.090430526,19.43,26.55,23.08822609,1.328600945,0,0,28.39563872,0.884440612,3270,MDS1_4_X1,MDS1_X1,0.833333333,X1,42,11,10,3,0,3,4
614,MDS1,MD,shallow,MDS,5,5,48.6,8.014985964,1245.884721,3.97,13.6,8.075219907,1.67515813,20.86,26.23,24.07679398,0.901480062,0,0,27.07190662,0.859788383,5160,MDS1_5_X1,MDS1_X1,0.833333333,X1,39,11,10,3,0,4,5
615,MDS1,MD,shallow,MDS,6,4,52.25,5.889609495,1210.486636,3.29,14.82,7.968916667,2.248480645,21.47,28.44,25.68591667,0.984100107,0,495,27.83303333,0.751861444,3045,MDS1_6_X1,MDS1_X1,0.666666667,X1,45,11,10,3,0,5,6
616,MDS1,MD,shallow,MDS,7,4,54.75,9.653367288,1544.170524,2.59,16.01,7.563048292,2.539235512,21.22,27.27,25.05239583,1.663846172,0,405,27.59831981,0.993429157,4080,MDS1_7_X1,MDS1_X1,0.666666667,X1,41,11,10,3,0,6,7
617,MDS1,MD,shallow,MDS,8,3,54.33333333,5.792715732,1038.984934,3.58,12.7,7.145364583,1.662302292,23.83,27.65,26.14046875,0.82969452,0,1215,27.16759718,0.712842915,2580,MDS1_8_X1,MDS1_X1,0.5,X1,48,11,10,3,0,7,8
618,MDS1,MD,shallow,MDS,9,3,62,5.715476066,1640.412039,5.7,10.50545,8.027853985,0.898922436,23.34,26.98,25.89800595,0.510590564,0,0,26.19657329,0.428800036,4905,MDS1_9_X1,MDS1_X1,0.5,X1,54,11,10,3,0,8,9
619,MDS1,MD,shallow,MDS,10,1,65,0,623.7197076,1.8,10.44,6.66650463,1.658861189,23.93,29.59,27.41747685,0.986321689,30,8910,26.59519635,0.727622235,4035,MDS1_10_X1,MDS1_X1,0.166666667,X1,65,11,10,1,1,9,10
620,MDS1,MD,shallow,MDS,2,5,36.8,2.039607805,414.6827358,4.06,20.29,8.573730367,2.112427784,15.43,22.99,20.39863109,1.624211123,0,0,29.92972203,0.812290878,5430,MDS1_2_X2,MDS1_X2,0.833333333,X2,36,10,9,3,0,1,2
621,MDS1,MD,shallow,MDS,3,5,44,4.242640687,806.5759522,5.270132,11.40869,8.058024849,1.179974993,21.37,24.85,23.03291667,0.580254931,0,0,28.98725998,0.674064068,3930,MDS1_3_X2,MDS1_X2,0.833333333,X2,43,10,9,3,0,2,3
622,MDS1,MD,shallow,MDS,4,5,51.8,5.455272679,1453.637821,5.18,16.68,8.256382609,2.090430526,19.43,26.55,23.08822609,1.328600945,0,0,28.39563872,0.884440612,3270,MDS1_4_X2,MDS1_X2,0.833333333,X2,50,10,9,3,0,3,4
623,MDS1,MD,shallow,MDS,5,5,48.6,8.014985964,1245.884721,3.97,13.6,8.075219907,1.67515813,20.86,26.23,24.07679398,0.901480062,0,0,27.07190662,0.859788383,5160,MDS1_5_X2,MDS1_X2,0.833333333,X2,43,10,9,3,0,4,5
624,MDS1,MD,shallow,MDS,6,4,52.25,5.889609495,1210.486636,3.29,14.82,7.968916667,2.248480645,21.47,28.44,25.68591667,0.984100107,0,495,27.83303333,0.751861444,3045,MDS1_6_X2,MDS1_X2,0.666666667,X2,48,10,9,3,0,5,6
625,MDS1,MD,shallow,MDS,7,4,54.75,9.653367288,1544.170524,2.59,16.01,7.563048292,2.539235512,21.22,27.27,25.05239583,1.663846172,0,405,27.59831981,0.993429157,4080,MDS1_7_X2,MDS1_X2,0.666666667,X2,53,10,9,3,0,6,7
626,MDS1,MD,shallow,MDS,8,3,54.33333333,5.792715732,1038.984934,3.58,12.7,7.145364583,1.662302292,23.83,27.65,26.14046875,0.82969452,0,1215,27.16759718,0.712842915,2580,MDS1_8_X2,MDS1_X2,0.5,X2,53,10,9,3,0,7,8
627,MDS1,MD,shallow,MDS,9,3,62,5.715476066,1640.412039,5.7,10.50545,8.027853985,0.898922436,23.34,26.98,25.89800595,0.510590564,0,0,26.19657329,0.428800036,4905,MDS1_9_X2,MDS1_X2,0.5,X2,65,10,9,1,1,8,9
628,MDS1,MD,shallow,MDS,2,5,36.8,2.039607805,414.6827358,4.06,20.29,8.573730367,2.112427784,15.43,22.99,20.39863109,1.624211123,0,0,29.92972203,0.812290878,5430,MDS1_2_X3,MDS1_X3,0.833333333,X3,36,10,9,3,0,1,2
629,MDS1,MD,shallow,MDS,3,5,44,4.242640687,806.5759522,5.270132,11.40869,8.058024849,1.179974993,21.37,24.85,23.03291667,0.580254931,0,0,28.98725998,0.674064068,3930,MDS1_3_X3,MDS1_X3,0.833333333,X3,44,10,9,3,0,2,3
630,MDS1,MD,shallow,MDS,4,5,51.8,5.455272679,1453.637821,5.18,16.68,8.256382609,2.090430526,19.43,26.55,23.08822609,1.328600945,0,0,28.39563872,0.884440612,3270,MDS1_4_X3,MDS1_X3,0.833333333,X3,54,10,9,3,0,3,4
631,MDS1,MD,shallow,MDS,5,5,48.6,8.014985964,1245.884721,3.97,13.6,8.075219907,1.67515813,20.86,26.23,24.07679398,0.901480062,0,0,27.07190662,0.859788383,5160,MDS1_5_X3,MDS1_X3,0.833333333,X3,45,10,9,3,0,4,5
632,MDS1,MD,shallow,MDS,6,4,52.25,5.889609495,1210.486636,3.29,14.82,7.968916667,2.248480645,21.47,28.44,25.68591667,0.984100107,0,495,27.83303333,0.751861444,3045,MDS1_6_X3,MDS1_X3,0.666666667,X3,57,10,9,3,0,5,6
633,MDS1,MD,shallow,MDS,7,4,54.75,9.653367288,1544.170524,2.59,16.01,7.563048292,2.539235512,21.22,27.27,25.05239583,1.663846172,0,405,27.59831981,0.993429157,4080,MDS1_7_X3,MDS1_X3,0.666666667,X3,57,10,9,3,0,6,7
634,MDS1,MD,shallow,MDS,8,3,54.33333333,5.792715732,1038.984934,3.58,12.7,7.145364583,1.662302292,23.83,27.65,26.14046875,0.82969452,0,1215,27.16759718,0.712842915,2580,MDS1_8_X3,MDS1_X3,0.5,X3,62,10,9,3,0,7,8
635,MDS1,MD,shallow,MDS,9,3,62,5.715476066,1640.412039,5.7,10.50545,8.027853985,0.898922436,23.34,26.98,25.89800595,0.510590564,0,0,26.19657329,0.428800036,4905,MDS1_9_X3,MDS1_X3,0.5,X3,67,10,9,1,1,8,9
636,MDS1,MD,shallow,MDS,2,5,36.8,2.039607805,414.6827358,4.06,20.29,8.573730367,2.112427784,15.43,22.99,20.39863109,1.624211123,0,0,29.92972203,0.812290878,5430,MDS1_2_X4,MDS1_X4,0.833333333,X4,38,8,7,3,0,1,2
637,MDS1,MD,shallow,MDS,3,5,44,4.242640687,806.5759522,5.270132,11.40869,8.058024849,1.179974993,21.37,24.85,23.03291667,0.580254931,0,0,28.98725998,0.674064068,3930,MDS1_3_X4,MDS1_X4,0.833333333,X4,46,8,7,3,0,2,3
638,MDS1,MD,shallow,MDS,4,5,51.8,5.455272679,1453.637821,5.18,16.68,8.256382609,2.090430526,19.43,26.55,23.08822609,1.328600945,0,0,28.39563872,0.884440612,3270,MDS1_4_X4,MDS1_X4,0.833333333,X4,56,8,7,3,0,3,4
639,MDS1,MD,shallow,MDS,5,5,48.6,8.014985964,1245.884721,3.97,13.6,8.075219907,1.67515813,20.86,26.23,24.07679398,0.901480062,0,0,27.07190662,0.859788383,5160,MDS1_5_X4,MDS1_X4,0.833333333,X4,56,8,7,3,0,4,5
640,MDS1,MD,shallow,MDS,6,4,52.25,5.889609495,1210.486636,3.29,14.82,7.968916667,2.248480645,21.47,28.44,25.68591667,0.984100107,0,495,27.83303333,0.751861444,3045,MDS1_6_X4,MDS1_X4,0.666666667,X4,59,8,7,3,0,5,6
641,MDS1,MD,shallow,MDS,7,4,54.75,9.653367288,1544.170524,2.59,16.01,7.563048292,2.539235512,21.22,27.27,25.05239583,1.663846172,0,405,27.59831981,0.993429157,4080,MDS1_7_X4,MDS1_X4,0.666666667,X4,68,8,7,1,1,6,7
642,MDS1,MD,shallow,MDS,2,5,36.8,2.039607805,414.6827358,4.06,20.29,8.573730367,2.112427784,15.43,22.99,20.39863109,1.624211123,0,0,29.92972203,0.812290878,5430,MDS1_2_X5,MDS1_X5,0.833333333,X5,40,6,5,3,0,1,2
643,MDS1,MD,shallow,MDS,3,5,44,4.242640687,806.5759522,5.270132,11.40869,8.058024849,1.179974993,21.37,24.85,23.03291667,0.580254931,0,0,28.98725998,0.674064068,3930,MDS1_3_X5,MDS1_X5,0.833333333,X5,50,6,5,3,0,2,3
644,MDS1,MD,shallow,MDS,4,5,51.8,5.455272679,1453.637821,5.18,16.68,8.256382609,2.090430526,19.43,26.55,23.08822609,1.328600945,0,0,28.39563872,0.884440612,3270,MDS1_4_X5,MDS1_X5,0.833333333,X5,57,6,5,3,0,3,4
645,MDS1,MD,shallow,MDS,5,5,48.6,8.014985964,1245.884721,3.97,13.6,8.075219907,1.67515813,20.86,26.23,24.07679398,0.901480062,0,0,27.07190662,0.859788383,5160,MDS1_5_X5,MDS1_X5,0.833333333,X5,60,6,5,1,1,4,5
646,MDS2,MD,shallow,MDS,2,5,39.8,3.059411708,555.8456845,4.06,20.29,8.573730367,2.112427784,15.43,22.99,20.39863109,1.624211123,0,0,29.92972203,0.812290878,5430,MDS2_2_X1,MDS2_X1,0.714285714,X1,37,10,9,3,0,1,2
647,MDS2,MD,shallow,MDS,3,5,43.8,4.53431362,797.7206722,5.270132,11.40869,8.058024849,1.179974993,21.37,24.85,23.03291667,0.580254931,0,0,28.98725998,0.674064068,3930,MDS2_3_X1,MDS2_X1,0.714285714,X1,36,10,9,3,0,2,3
648,MDS2,MD,shallow,MDS,4,5,47.6,5.885575588,1097.174712,5.18,16.68,8.256382609,2.090430526,19.43,26.55,23.08822609,1.328600945,0,0,28.39563872,0.884440612,3270,MDS2_4_X1,MDS2_X1,0.714285714,X1,40,10,9,3,0,3,4
649,MDS2,MD,shallow,MDS,5,4,46.5,3.201562119,770.7373741,3.97,13.6,8.075219907,1.67515813,20.86,26.23,24.07679398,0.901480062,0,0,27.07190662,0.859788383,5160,MDS2_5_X1,MDS2_X1,0.571428571,X1,42,10,9,3,0,4,5
650,MDS2,MD,shallow,MDS,6,4,48.75,4.815340071,935.2847538,3.29,14.82,7.968916667,2.248480645,21.47,28.44,25.68591667,0.984100107,0,495,27.83303333,0.751861444,3045,MDS2_6_X1,MDS2_X1,0.571428571,X1,45,10,9,3,0,5,6
651,MDS2,MD,shallow,MDS,7,3,51,6.976149845,855.6087483,2.59,16.01,7.563048292,2.539235512,21.22,27.27,25.05239583,1.663846172,0,405,27.59831981,0.993429157,4080,MDS2_7_X1,MDS2_X1,0.428571429,X1,43,10,9,3,0,6,7
652,MDS2,MD,shallow,MDS,8,3,56.66666667,4.784233365,1182.845539,3.58,12.7,7.145364583,1.662302292,23.83,27.65,26.14046875,0.82969452,0,1215,27.16759718,0.712842915,2580,MDS2_8_X1,MDS2_X1,0.428571429,X1,50,10,9,3,0,7,8
653,MDS2,MD,shallow,MDS,9,3,56.66666667,4.988876516,1186.432441,5.7,10.50545,8.027853985,0.898922436,23.34,26.98,25.89800595,0.510590564,0,0,26.19657329,0.428800036,4905,MDS2_9_X1,MDS2_X1,0.428571429,X1,50,10,9,1,1,8,9
654,MDS2,MD,shallow,MDS,2,5,39.8,3.059411708,555.8456845,4.06,20.29,8.573730367,2.112427784,15.43,22.99,20.39863109,1.624211123,0,0,29.92972203,0.812290878,5430,MDS2_2_X2,MDS2_X2,0.714285714,X2,37,10,9,3,0,1,2
655,MDS2,MD,shallow,MDS,3,5,43.8,4.53431362,797.7206722,5.270132,11.40869,8.058024849,1.179974993,21.37,24.85,23.03291667,0.580254931,0,0,28.98725998,0.674064068,3930,MDS2_3_X2,MDS2_X2,0.714285714,X2,42,10,9,3,0,2,3
656,MDS2,MD,shallow,MDS,4,5,47.6,5.885575588,1097.174712,5.18,16.68,8.256382609,2.090430526,19.43,26.55,23.08822609,1.328600945,0,0,28.39563872,0.884440612,3270,MDS2_4_X2,MDS2_X2,0.714285714,X2,42,10,9,3,0,3,4
657,MDS2,MD,shallow,MDS,5,4,46.5,3.201562119,770.7373741,3.97,13.6,8.075219907,1.67515813,20.86,26.23,24.07679398,0.901480062,0,0,27.07190662,0.859788383,5160,MDS2_5_X2,MDS2_X2,0.571428571,X2,46,10,9,3,0,4,5
658,MDS2,MD,shallow,MDS,6,4,48.75,4.815340071,935.2847538,3.29,14.82,7.968916667,2.248480645,21.47,28.44,25.68591667,0.984100107,0,495,27.83303333,0.751861444,3045,MDS2_6_X2,MDS2_X2,0.571428571,X2,46,10,9,3,0,5,6
659,MDS2,MD,shallow,MDS,7,3,51,6.976149845,855.6087483,2.59,16.01,7.563048292,2.539235512,21.22,27.27,25.05239583,1.663846172,0,405,27.59831981,0.993429157,4080,MDS2_7_X2,MDS2_X2,0.428571429,X2,50,10,9,3,0,6,7
660,MDS2,MD,shallow,MDS,8,3,56.66666667,4.784233365,1182.845539,3.58,12.7,7.145364583,1.662302292,23.83,27.65,26.14046875,0.82969452,0,1215,27.16759718,0.712842915,2580,MDS2_8_X2,MDS2_X2,0.428571429,X2,59,10,9,3,0,7,8
661,MDS2,MD,shallow,MDS,9,3,56.66666667,4.988876516,1186.432441,5.7,10.50545,8.027853985,0.898922436,23.34,26.98,25.89800595,0.510590564,0,0,26.19657329,0.428800036,4905,MDS2_9_X2,MDS2_X2,0.428571429,X2,58,10,9,1,1,8,9
662,MDS2,MD,shallow,MDS,2,5,39.8,3.059411708,555.8456845,4.06,20.29,8.573730367,2.112427784,15.43,22.99,20.39863109,1.624211123,0,0,29.92972203,0.812290878,5430,MDS2_2_X3,MDS2_X3,0.714285714,X3,38,10,9,3,0,1,2
663,MDS2,MD,shallow,MDS,3,5,43.8,4.53431362,797.7206722,5.270132,11.40869,8.058024849,1.179974993,21.37,24.85,23.03291667,0.580254931,0,0,28.98725998,0.674064068,3930,MDS2_3_X3,MDS2_X3,0.714285714,X3,45,10,9,3,0,2,3
