"","index","station","temp","DO","sal","perDO","week","site","depth"
"35","6/13/2016 23:45","CPD",13.45,10.24,32.8517189,119.709913788585,1,"CP","D"
"36","6/14/2016 0:00","CPD",13.67,10.13,32.7824153,118.906972834059,1,"CP","D"
"37","6/14/2016 0:15","CPD",14.07,10.66,32.7296533,126.109665966394,1,"CP","D"
"38","6/14/2016 0:30","CPD",14.5,10.84,32.6115805,129.264102810113,1,"CP","D"
"39","6/14/2016 0:45","CPD",14.36,10.5,32.6600645,124.89411831891,1,"CP","D"
"40","6/14/2016 1:00","CPD",14.07,10.18,32.6924347,120.403477175452,1,"CP","D"
"41","6/14/2016 1:15","CPD",13.92,9.7,32.7339313,114.406711175875,1,"CP","D"
"42","6/14/2016 1:30","CPD",14.02,9.87,32.7005629,116.624449798246,1,"CP","D"
"43","6/14/2016 1:45","CPD",14.15,10.13,32.7112579,120.020493275893,1,"CP","D"
"44","6/14/2016 2:00","CPD",14.25,9.98,32.651152,118.438862489987,1,"CP","D"
"45","6/14/2016 2:15","CPD",14.35,9.96,32.6555726,118.443800058283,1,"CP","D"
"46","6/14/2016 2:30","CPD",14.42,9.83,32.6059478,117.02724589463,1,"CP","D"
"47","6/14/2016 2:45","CPD",14.42,9.9,32.639744,117.885159383978,1,"CP","D"
"48","6/14/2016 3:00","CPD",14.42,9.6,32.6194235,114.298564146787,1,"CP","D"
"49","6/14/2016 3:15","CPD",14.42,9.6,32.599103,114.284248259974,1,"CP","D"
"50","6/14/2016 3:30","CPD",14.46,9.38,32.583417,111.744508195577,1,"CP","D"
"51","6/14/2016 3:45","CPD",14.47,9.51,32.6013846,113.328583252292,1,"CP","D"
"52","6/14/2016 4:00","CPD",14.5,9.49,32.5744332,113.139820700081,1,"CP","D"
"53","6/14/2016 4:15","CPD",14.68,9.43,32.5073399,112.785586493417,1,"CP","D"
"54","6/14/2016 4:30","CPD",14.68,9.17,32.4938642,109.666818900158,1,"CP","D"
"55","6/14/2016 4:45","CPD",14.76,8.99,32.4660572,107.668473362487,1,"CP","D"
"56","6/14/2016 5:00","CPD",14.88,8.77,32.4028854,105.245620913931,1,"CP","D"
"57","6/14/2016 5:15","CPD",14.97,8.84,32.3631,106.250855141958,1,"CP","D"
"58","6/14/2016 5:30","CPD",14.97,8.44,32.3496956,101.434779814311,1,"CP","D"
"59","6/14/2016 5:45","CPD",14.95,8.6,32.3674493,103.327655594533,1,"CP","D"
"60","6/14/2016 6:00","CPD",14.69,8.56,32.4178584,102.344344798264,1,"CP","D"
"61","6/14/2016 6:15","CPD",14.24,8.34,32.525664,98.8793219265196,1,"CP","D"
"62","6/14/2016 6:30","CPD",13.65,8.33,32.6460184,97.6558016120612,1,"CP","D"
"63","6/14/2016 6:45","CPD",12.93,8.98,32.763806,103.805143806569,1,"CP","D"
"64","6/14/2016 7:00","CPD",12.67,9.19,32.8254092,105.702242999604,1,"CP","D"
"65","6/14/2016 7:15","CPD",12.45,9.46,32.8580646,108.332716756745,1,"CP","D"
"66","6/14/2016 7:30","CPD",12.41,9.55,32.8748914,109.283657621391,1,"CP","D"
"67","6/14/2016 7:45","CPD",12.41,9.54,32.8815223,109.173760884659,1,"CP","D"
"68","6/14/2016 8:00","CPD",12.38,9.67,32.8992047,110.604430109443,1,"CP","D"
"69","6/14/2016 8:15","CPD",12.38,9.7,32.9091867,110.954508966205,1,"CP","D"
"70","6/14/2016 8:30","CPD",12.37,9.72,32.8685457,111.131750830207,1,"CP","D"
"71","6/14/2016 8:45","CPD",12.33,9.81,32.8920747,112.083589775643,1,"CP","D"
"72","6/14/2016 9:00","CPD",12.31,9.85,32.9039105,112.501920333047,1,"CP","D"
"73","6/14/2016 9:15","CPD",12.33,9.97,32.9087589,113.923578888121,1,"CP","D"
"74","6/14/2016 9:30","CPD",12.34,10.08,32.8994899,115.197884579926,1,"CP","D"
"75","6/14/2016 9:45","CPD",12.38,10.1,32.8825918,115.51069532239,1,"CP","D"
"76","6/14/2016 10:00","CPD",12.46,10.14,32.8786703,116.159057568482,1,"CP","D"
"77","6/14/2016 10:15","CPD",12.55,10.23,32.8558543,117.393246375272,1,"CP","D"
"78","6/14/2016 10:30","CPD",12.64,10.26,32.8197052,117.931488286936,1,"CP","D"
"79","6/14/2016 10:45","CPD",12.72,10.41,32.8229137,119.857062089911,1,"CP","D"
"80","6/14/2016 11:00","CPD",12.83,10.35,32.8319688,119.445165813178,1,"CP","D"
"81","6/14/2016 11:15","CPD",12.9,10.47,32.7812745,120.967019931897,1,"CP","D"
"82","6/14/2016 11:30","CPD",12.94,10.56,32.7380667,122.074946451661,1,"CP","D"
"83","6/14/2016 11:45","CPD",13.03,10.72,32.7624513,124.174166543964,1,"CP","D"
"84","6/14/2016 12:00","CPD",13.11,10.65,32.7561056,123.562263529829,1,"CP","D"
"85","6/14/2016 12:15","CPD",13.22,10.75,32.7325766,124.987127698759,1,"CP","D"
"86","6/14/2016 12:30","CPD",13.27,10.81,32.7004203,125.788917274693,1,"CP","D"
"87","6/14/2016 12:45","CPD",13.43,10.92,32.6584959,127.453949602869,1,"CP","D"
"88","6/14/2016 13:00","CPD",13.52,11.02,32.6669093,128.865312581406,1,"CP","D"
"89","6/14/2016 13:15","CPD",13.63,11.04,32.6440933,129.371740254295,1,"CP","D"
"90","6/14/2016 13:30","CPD",13.76,11.21,32.6267674,131.698877384888,1,"CP","D"
"91","6/14/2016 13:45","CPD",13.85,11.46,32.565592,134.832042269701,1,"CP","D"
"92","6/14/2016 14:00","CPD",13.99,11.4,32.5730785,134.514864047152,1,"CP","D"
"93","6/14/2016 14:15","CPD",14.1,11.65,32.5510468,137.753259302648,1,"CP","D"
"94","6/14/2016 14:30","CPD",14.14,11.68,32.528516,138.200786593562,1,"CP","D"
"95","6/14/2016 14:45","CPD",14.18,11.77,32.5226694,139.373560995617,1,"CP","D"
"96","6/14/2016 15:00","CPD",14.31,12.02,32.5097641,142.697372672145,1,"CP","D"
"97","6/14/2016 15:15","CPD",14.37,12.06,32.4994969,143.336772599241,1,"CP","D"
"98","6/14/2016 15:30","CPD",14.42,12.12,32.4681249,144.167420951425,1,"CP","D"
"99","6/14/2016 15:45","CPD",14.44,11.84,32.463633,140.889740319642,1,"CP","D"
"100","6/14/2016 16:00","CPD",14.84,12.41,32.2981457,148.713003487791,1,"CP","D"
"101","6/14/2016 16:15","CPD",14.81,12.14,32.3412822,145.428613146858,1,"CP","D"
"102","6/14/2016 16:30","CPD",14.86,11.87,32.3536884,142.347563307989,1,"CP","D"
"103","6/14/2016 16:45","CPD",14.87,11.42,32.3215321,136.951443375415,1,"CP","D"
"104","6/14/2016 17:00","CPD",14.94,11.16,32.3428508,134.038606445159,1,"CP","D"
"105","6/14/2016 17:15","CPD",14.76,10.92,32.3722977,130.707706393974,1,"CP","D"
"106","6/14/2016 17:30","CPD",14.5,10.85,32.440104,129.246752783379,1,"CP","D"
"107","6/14/2016 17:45","CPD",14.5,10.75,32.430122,128.047664547992,1,"CP","D"
"108","6/14/2016 18:00","CPD",14.48,10.2,32.4413161,121.455813280862,1,"CP","D"
"109","6/14/2016 18:15","CPD",14.13,9.82,32.5240954,116.166063825908,1,"CP","D"
"110","6/14/2016 18:30","CPD",13.8,9.81,32.6474444,115.360009586746,1,"CP","D"
"111","6/14/2016 18:45","CPD",13.74,10.18,32.6114379,119.537946051607,1,"CP","D"
"112","6/14/2016 19:00","CPD",13.7,10.03,32.6442359,117.704399690256,1,"CP","D"
"113","6/14/2016 19:15","CPD",13.69,9.35,32.6399579,109.699129476433,1,"CP","D"
"114","6/14/2016 19:30","CPD",13.65,10.13,32.6627739,118.770239052741,1,"CP","D"
"115","6/14/2016 19:45","CPD",13.6,9.26,32.7081207,108.489447549087,1,"CP","D"
"116","6/14/2016 20:00","CPD",13.56,10.71,32.6774617,125.351052403043,1,"CP","D"
"117","6/14/2016 20:15","CPD",13.58,10.39,32.6659824,121.64684129945,1,"CP","D"
"118","6/14/2016 20:30","CPD",13.56,10.37,32.6007429,121.313866949776,1,"CP","D"
"119","6/14/2016 20:45","CPD",13.55,8.43,32.6631304,98.6367077615296,1,"CP","D"
"120","6/14/2016 21:00","CPD",13.55,8.44,32.6798146,98.7639434834414,1,"CP","D"
"121","6/14/2016 21:15","CPD",13.54,7.76,32.6855186,90.7912885959287,1,"CP","D"
"122","6/14/2016 21:30","CPD",13.54,7.03,32.6688344,82.2418361775736,1,"CP","D"
"123","6/14/2016 21:45","CPD",13.56,5.17,32.644022,60.4977060995878,1,"CP","D"
"124","6/14/2016 22:00","CPD",13.56,3.97,32.6907948,46.4691752655468,1,"CP","D"
"125","6/14/2016 22:15","CPD",13.56,3.55,32.6808128,41.550466187157,1,"CP","D"
"126","6/14/2016 22:30","CPD",13.56,2.99,32.6808128,34.9960264505914,1,"CP","D"
"127","6/14/2016 22:45","CPD",13.56,3.69,32.6707595,43.1863809695541,1,"CP","D"
"128","6/14/2016 23:00","CPD",13.56,3.91,32.6674084,45.7602268444411,1,"CP","D"
"129","6/14/2016 23:15","CPD",13.56,3.75,32.6607775,43.8858791654098,1,"CP","D"
"130","6/14/2016 23:30","CPD",13.58,3.38,32.6560004,39.5708230503101,1,"CP","D"
"131","6/14/2016 23:45","CPD",13.58,3.86,32.6459471,45.1875286407774,1,"CP","D"
"132","6/15/2016 0:00","CPD",13.58,3.18,32.6626313,37.2308864115439,1,"CP","D"
"133","6/15/2016 0:15","CPD",13.59,3.88,32.6402431,45.4293454540548,1,"CP","D"
"134","6/15/2016 0:30","CPD",13.59,3.48,32.6736115,40.7543464071897,1,"CP","D"
"135","6/15/2016 0:45","CPD",13.59,3.72,32.6636295,43.5622923201263,1,"CP","D"
"136","6/15/2016 1:00","CPD",13.59,3.53,32.6736115,41.339897361316,1,"CP","D"
"137","6/15/2016 1:15","CPD",13.56,3.24,32.6707595,37.9197491439987,1,"CP","D"
"138","6/15/2016 1:30","CPD",13.56,3.36,32.6607775,39.3217477322072,1,"CP","D"
"139","6/15/2016 1:45","CPD",13.56,3.54,32.6674084,41.4299751993149,1,"CP","D"
"140","6/15/2016 2:00","CPD",13.56,3.44,32.6840926,40.2638066853787,1,"CP","D"
"141","6/15/2016 2:15","CPD",13.56,3.49,32.6607775,40.843124876608,1,"CP","D"
"142","6/15/2016 2:30","CPD",13.58,3.36,32.6726133,39.3407322677864,1,"CP","D"
"143","6/15/2016 2:45","CPD",13.58,3.58,32.6560004,41.9122918698551,1,"CP","D"
"144","6/15/2016 3:00","CPD",13.58,3.68,32.6726133,43.0874686742422,1,"CP","D"
"145","6/15/2016 3:15","CPD",13.59,3.85,32.646874,45.0799426733088,1,"CP","D"
"146","6/15/2016 3:30","CPD",13.6,3.68,32.6679075,43.103839380888,1,"CP","D"
"147","6/15/2016 3:45","CPD",13.6,3.66,32.6679075,42.8695793842527,1,"CP","D"
"148","6/15/2016 4:00","CPD",13.62,3.76,32.6631304,44.0575869721078,1,"CP","D"
"149","6/15/2016 4:15","CPD",13.6,4.1,32.6545744,48.0193261402383,1,"CP","D"
"150","6/15/2016 4:30","CPD",13.62,3.79,32.6531484,44.4063599913527,1,"CP","D"
"151","6/15/2016 4:45","CPD",13.62,3.95,32.6331131,46.275282105165,1,"CP","D"
"152","6/15/2016 5:00","CPD",13.6,3.84,32.6445211,44.9713925103871,1,"CP","D"
"153","6/15/2016 5:15","CPD",13.6,3.93,32.6612053,46.0301749020799,1,"CP","D"
"154","6/15/2016 5:30","CPD",13.6,3.81,32.6345391,44.6172897091256,1,"CP","D"
"155","6/15/2016 5:45","CPD",13.6,3.6,32.6512233,42.162433979452,1,"CP","D"
"156","6/15/2016 6:00","CPD",13.6,3.93,32.6679075,46.0320893388288,1,"CP","D"
"157","6/15/2016 6:15","CPD",13.62,4.12,32.6564995,48.2738805059979,1,"CP","D"
"158","6/15/2016 6:30","CPD",13.62,3.91,32.6531484,45.8123661124509,1,"CP","D"
"159","6/15/2016 6:45","CPD",13.63,4.6,32.6574264,53.9093508255323,1,"CP","D"
"160","6/15/2016 7:00","CPD",13.63,4.94,32.6107249,57.8771837263501,1,"CP","D"
"161","6/15/2016 7:15","CPD",13.66,4.02,32.5173219,47.1000285224131,1,"CP","D"
"162","6/15/2016 7:30","CPD",13.7,3.58,32.5709395,41.9930500136513,1,"CP","D"
"163","6/15/2016 7:45","CPD",13.69,3.24,32.6098693,38.00629648414,1,"CP","D"
"164","6/15/2016 8:00","CPD",13.74,5.27,32.5880515,61.8736409351164,1,"CP","D"
"165","6/15/2016 8:15","CPD",13.74,5.9,32.5880515,69.270300098138,1,"CP","D"
"166","6/15/2016 8:30","CPD",13.78,6.08,32.6087285,71.4510505532178,1,"CP","D"
"167","6/15/2016 8:45","CPD",13.76,6.64,32.6001012,77.996078688362,1,"CP","D"
"168","6/15/2016 9:00","CPD",13.85,7.62,32.55561,89.6471773898241,1,"CP","D"
"169","6/15/2016 9:15","CPD",13.81,8.29,32.5949676,97.4738517202092,1,"CP","D"
"170","6/15/2016 9:30","CPD",13.85,8.97,32.6157159,105.568839026826,1,"CP","D"
"171","6/15/2016 9:45","CPD",13.84,9.36,32.6013133,110.126532321115,1,"CP","D"
"172","6/15/2016 10:00","CPD",13.87,9.68,32.6009568,113.960887358977,1,"CP","D"
"173","6/15/2016 10:15","CPD",13.89,9.37,32.5796381,110.341665182066,1,"CP","D"
"174","6/15/2016 10:30","CPD",13.93,9.81,32.5635956,115.605702709586,1,"CP","D"
"175","6/15/2016 10:45","CPD",14.03,9.96,32.5638095,117.612285963059,1,"CP","D"
"176","6/15/2016 11:00","CPD",14.14,10.33,32.5250936,122.224652417737,1,"CP","D"
"177","6/15/2016 11:15","CPD",14.24,10.71,32.4922243,126.951912985675,1,"CP","D"
"178","6/15/2016 11:30","CPD",14.35,10.28,32.4806024,122.117369499096,1,"CP","D"
"179","6/15/2016 11:45","CPD",14.4,10.88,32.4860212,129.379682635161,1,"CP","D"
"180","6/15/2016 12:00","CPD",14.44,10.4,32.4770374,123.76472575776,1,"CP","D"
"181","6/15/2016 12:15","CPD",14.53,11.02,32.4601393,131.367364759546,1,"CP","D"
"182","6/15/2016 12:30","CPD",14.61,10.31,32.432261,123.080453776559,1,"CP","D"
"183","6/15/2016 12:45","CPD",14.61,11.1,32.4389632,132.516914929632,1,"CP","D"
"184","6/15/2016 13:00","CPD",14.73,10.66,32.4291238,127.563401783303,1,"CP","D"
"185","6/15/2016 13:15","CPD",14.77,10.61,32.4403892,127.075788999303,1,"CP","D"
"186","6/15/2016 13:30","CPD",14.81,10.81,32.4081616,129.549381635309,1,"CP","D"
"187","6/15/2016 13:45","CPD",14.81,10.74,32.4081616,128.710486472083,1,"CP","D"
"188","6/15/2016 14:00","CPD",14.79,10.53,32.4192844,126.151847055324,1,"CP","D"
"189","6/15/2016 14:15","CPD",14.81,10.05,32.4349704,120.461219146577,1,"CP","D"
"190","6/15/2016 14:30","CPD",14.77,9.74,32.4202826,116.641397397,1,"CP","D"
"191","6/15/2016 14:45","CPD",14.77,9.75,32.4370381,116.773178339017,1,"CP","D"
"192","6/15/2016 15:00","CPD",14.77,9.7,32.433687,116.171948579938,1,"CP","D"
"193","6/15/2016 15:15","CPD",14.75,9.88,32.4381076,118.283477249883,1,"CP","D"
"194","6/15/2016 15:30","CPD",14.73,9.82,32.4224216,117.506658960713,1,"CP","D"
"195","6/15/2016 15:45","CPD",14.75,8.57,32.427983,102.593755798614,1,"CP","D"
"196","6/15/2016 16:00","CPD",14.75,8.92,32.418001,106.777146465295,1,"CP","D"
"197","6/15/2016 16:15","CPD",14.76,9.1,32.3623157,108.91640523426,1,"CP","D"
"198","6/15/2016 16:30","CPD",14.77,5.76,32.4069495,68.9732433248491,1,"CP","D"
"199","6/15/2016 16:45","CPD",14.79,6.66,32.4024576,79.7800970566188,1,"CP","D"
"200","6/15/2016 17:00","CPD",14.81,9.42,32.3747219,112.868126413128,1,"CP","D"
"201","6/15/2016 17:15","CPD",14.86,9.11,32.3737237,109.262501710056,1,"CP","D"
"202","6/15/2016 17:30","CPD",14.88,9.26,32.3593924,111.096257209034,1,"CP","D"
"203","6/15/2016 17:45","CPD",14.91,9.18,32.3094111,110.168794978699,1,"CP","D"
"204","6/15/2016 18:00","CPD",14.94,9.03,32.3596063,108.467124392659,1,"CP","D"
"205","6/15/2016 18:15","CPD",14.95,4.05,32.2940816,48.6382095512785,1,"CP","D"
"206","6/15/2016 18:30","CPD",14.98,3.25,32.2942242,39.0541128153644,1,"CP","D"
"207","6/15/2016 18:45","CPD",15.01,4.22,32.3276639,50.7510819584272,1,"CP","D"
"208","6/15/2016 19:00","CPD",15.02,6.39,32.2855256,76.8436875417581,1,"CP","D"
"209","6/15/2016 19:15","CPD",15.05,8.52,32.3056322,102.53229063889,1,"CP","D"
"210","6/15/2016 19:30","CPD",15.09,8.9,32.2470949,107.152395345577,1,"CP","D"
"211","6/15/2016 19:45","CPD",15.13,7.38,32.2252058,88.9111980878739,1,"CP","D"
"212","6/15/2016 20:00","CPD",15.16,6.81,32.2320506,82.096596081995,1,"CP","D"
"213","6/15/2016 20:15","CPD",15.2,1.76,32.167025,21.225787339855,1,"CP","D"
"214","6/15/2016 20:30","CPD",15.2,1.43,32.1936199,17.2487618883488,1,"CP","D"
"215","6/15/2016 20:45","CPD",15.23,1.72,32.1837805,20.7579088905123,1,"CP","D"
"216","6/15/2016 21:00","CPD",15.24,1.64,32.1783617,19.7957081571211,1,"CP","D"
"217","6/15/2016 21:15","CPD",15.27,1.7,32.1885576,20.5334767487052,1,"CP","D"
"218","6/15/2016 21:30","CPD",15.3,1.7,32.129236,20.5382736489877,1,"CP","D"
"219","6/15/2016 21:45","CPD",15.32,3.36,32.1347974,40.6108216177134,1,"CP","D"
"220","6/15/2016 22:00","CPD",15.36,4.63,32.1032115,55.9944261018788,1,"CP","D"
"221","6/15/2016 22:15","CPD",15.45,5.01,32.0381146,60.6742851046506,1,"CP","D"
"222","6/15/2016 22:30","CPD",15.5,5.99,32.0505921,72.6202138922202,1,"CP","D"
"223","6/15/2016 22:45","CPD",15.57,6.56,31.9964754,79.6147024593419,1,"CP","D"
"224","6/15/2016 23:00","CPD",15.61,6.93,31.9914131,84.1691864132045,1,"CP","D"
"225","6/15/2016 23:15","CPD",15.74,7.15,31.9611106,87.0485796822635,1,"CP","D"
"226","6/15/2016 23:30","CPD",15.69,7.81,31.9550501,94.9864471878677,1,"CP","D"
"227","6/15/2016 23:45","CPD",15.76,5.5,31.9405762,66.9785043131008,1,"CP","D"
"228","6/16/2016 0:00","CPD",15.78,7.85,31.9233216,95.6242769671544,1,"CP","D"
"229","6/16/2016 0:15","CPD",15.93,7.93,31.9253893,96.8860334036059,1,"CP","D"
"230","6/16/2016 0:30","CPD",15.94,7.92,31.8774044,96.7546303107722,1,"CP","D"
"231","6/16/2016 0:45","CPD",16.04,7.89,31.8635722,96.5697675151512,1,"CP","D"
"232","6/16/2016 1:00","CPD",16.13,6.77,31.8815398,83.0171525492077,1,"CP","D"
"233","6/16/2016 1:15","CPD",16.2,5.08,31.8478149,62.3663057566158,1,"CP","D"
"234","6/16/2016 1:30","CPD",16.22,5.86,31.8470306,71.9700933829802,1,"CP","D"
"235","6/16/2016 1:45","CPD",16.08,3.57,31.8784739,43.7333790470709,1,"CP","D"
"236","6/16/2016 2:00","CPD",16.07,3.23,31.8837501,39.5617947879502,1,"CP","D"
"237","6/16/2016 2:15","CPD",16.08,2.61,31.8948729,31.9763320200669,1,"CP","D"
"238","6/16/2016 2:30","CPD",16.01,3.94,31.9156212,48.2105257738726,1,"CP","D"
"239","6/16/2016 2:45","CPD",15.96,4.32,31.9258884,52.8116171461302,1,"CP","D"
"240","6/16/2016 3:00","CPD",15.98,4.33,31.8987231,52.9459405865462,1,"CP","D"
"241","6/16/2016 3:15","CPD",15.97,2.78,31.9270292,33.9921764877221,1,"CP","D"
"242","6/16/2016 3:30","CPD",16.07,4.01,31.8641426,49.1095593565639,1,"CP","D"
"243","6/16/2016 3:45","CPD",16.22,2.3,31.8371912,28.2459589490595,1,"CP","D"
"244","6/16/2016 4:00","CPD",15.96,2.25,31.9258884,27.5060505969428,1,"CP","D"
"245","6/16/2016 4:15","CPD",15.93,2.67,31.9220382,32.6204829980018,1,"CP","D"
"246","6/16/2016 4:30","CPD",15.91,3.22,31.8933043,39.3176885001323,1,"CP","D"
"247","6/16/2016 4:45","CPD",15.93,4.5,31.8794721,54.9640927310466,1,"CP","D"
"248","6/16/2016 5:00","CPD",15.93,2.3,31.8794721,28.0927585069794,1,"CP","D"
"249","6/16/2016 5:15","CPD",15.93,3.58,31.8467454,43.7182755622641,1,"CP","D"
"250","6/16/2016 5:30","CPD",15.94,1.99,31.9002917,24.3142108569582,1,"CP","D"
"251","6/16/2016 5:45","CPD",15.87,1.89,31.9015751,23.060757475551,1,"CP","D"
"252","6/16/2016 6:00","CPD",15.85,2.71,31.8729125,33.0471495341041,1,"CP","D"
"253","6/16/2016 6:15","CPD",15.82,2.41,31.9216817,29.380144732004,1,"CP","D"
"254","6/16/2016 6:30","CPD",15.8,2.25,31.9487757,27.4233056787923,1,"CP","D"
"255","6/16/2016 6:45","CPD",15.79,1.72,31.9212539,20.9559417237916,1,"CP","D"
"256","6/16/2016 7:00","CPD",15.8,2.26,31.9422161,27.5440855940734,1,"CP","D"
"257","6/16/2016 7:15","CPD",15.8,2.51,31.938865,30.5903727974386,1,"CP","D"
"258","6/16/2016 7:30","CPD",15.79,1.69,31.9278135,20.591254555999,1,"CP","D"
"259","6/16/2016 7:45","CPD",15.76,1.97,31.9701657,23.9948116000678,1,"CP","D"
"260","6/16/2016 8:00","CPD",15.76,2.09,31.9536954,25.4538678848618,1,"CP","D"
"261","6/16/2016 8:15","CPD",15.76,3.04,31.9701657,37.0275265300539,1,"CP","D"
"262","6/16/2016 8:30","CPD",15.75,3.74,31.9985431,45.5524922759379,1,"CP","D"
"263","6/16/2016 8:45","CPD",15.67,3.92,32.0019655,47.6704572726368,1,"CP","D"
"264","6/16/2016 9:00","CPD",15.6,4.6,32.032981,55.8730016044763,1,"CP","D"
"265","6/16/2016 9:15","CPD",15.53,4.49,32.0443177,54.4651368651894,1,"CP","D"
"266","6/16/2016 9:30","CPD",15.49,4.55,32.0989335,55.1676266984889,1,"CP","D"
"267","6/16/2016 9:45","CPD",15.46,4.69,32.0920174,56.8288723251207,1,"CP","D"
"268","6/16/2016 10:00","CPD",15.47,4.63,32.0602176,56.1020727774387,1,"CP","D"
"269","6/16/2016 10:15","CPD",15.49,4.01,32.0989335,48.6202600133935,1,"CP","D"
"270","6/16/2016 10:30","CPD",15.5,4.77,32.1100563,57.8504695848893,1,"CP","D"
"271","6/16/2016 10:45","CPD",15.54,4.88,32.0719108,59.2176712391151,1,"CP","D"
"272","6/16/2016 11:00","CPD",15.56,4.77,32.0677754,57.9043161610889,1,"CP","D"
"273","6/16/2016 11:15","CPD",15.58,4.27,32.0833901,51.8601553710615,1,"CP","D"
"274","6/16/2016 11:30","CPD",15.61,4.36,32.0903775,52.9869336864855,1,"CP","D"
"275","6/16/2016 11:45","CPD",15.61,5.21,32.0507347,63.3016323323424,1,"CP","D"
"276","6/16/2016 12:00","CPD",15.64,5.14,32.0510199,62.4883106148917,1,"CP","D"
"277","6/16/2016 12:15","CPD",15.72,5.32,32.0410379,64.7750076501992,1,"CP","D"
"278","6/16/2016 12:30","CPD",15.68,5.98,32.0460289,72.7557042128281,1,"CP","D"
"279","6/16/2016 12:45","CPD",15.71,6.21,32.0299151,75.5913660113471,1,"CP","D"
"280","6/16/2016 13:00","CPD",15.68,5.97,32.0262788,72.6252863478259,1,"CP","D"
"281","6/16/2016 13:15","CPD",15.71,6.48,32.036546,78.8811379217687,1,"CP","D"
"282","6/16/2016 13:30","CPD",15.72,6.51,32.0410379,79.26415409827,1,"CP","D"
"283","6/16/2016 13:45","CPD",15.75,6.29,32.0414657,76.6310662387493,1,"CP","D"
"284","6/16/2016 14:00","CPD",15.74,6.5,32.0302716,79.1684594615783,1,"CP","D"
"285","6/16/2016 14:15","CPD",15.71,6.85,32.0695579,83.4019478519859,1,"CP","D"
"286","6/16/2016 14:30","CPD",15.65,7.73,32.0523033,93.9949321561817,1,"CP","D"
"287","6/16/2016 14:45","CPD",15.54,7.81,32.0520894,94.7610688269806,1,"CP","D"
"288","6/16/2016 15:00","CPD",15.45,8.23,32.0512338,99.6785260527624,1,"CP","D"
